year,title,era,type,region,summary,confidence
455,Sanballat and Tobiah Upset by Nehemiah's Mission,EST,EST,,"These two enemies of Israel, Sanballat and Tobiah, are upset that Nehemiah has come to aid the Jews in Jerusalem. The mention of Sanballat in this part of the text is extremely important in dating this period of history. Sanballat was the Governor of Samaria and his sons were very active in politics. Coins have been found with Sanballat’s image on them from around 420 BC. Elephantine Papyri claim that Sanballat was the Governor of Samaria around 407 BC. This would make it impossible for him and Tobiah to resist the completion of the Temple foundation in 515 BC instead of 468 BC as this research claims.",
455,Nehemiah Arrives in Jerusalem to Inspect the Wall,EST,EST,,"For three days after his arrival, Nehemiah considers his options regarding the restoration of the Jerusalem Wall.",
455,Nehemiah Inspects the Jerusalem Wall at Night,EST,EST,,"Nehemiah inspects the Jerusalem Wall at night, having arrived three days earlier. He spent several days assessing the damaged Jerusalem Wall and burned gates. Nehemiah went alone to assess the damage so he would not be monitored by the Samaritan authorities like Sanballat who resented his authority.",
455,Nehemiah Inspires Jewish Leaders to Build the Wall,EST,EST,,Nehemiah showed great spiritual leadership in appealing to Israel’s sense of pride as being the people of God. The destruction of Jerusalem had brought great shame to the people of Israel and cast some doubt on God’s protective character. Nehemiah assured the nation that God would protect them in rebuilding the Wall and Jerusalem. Nehemiah also assured the people that King Artaxerxes had given a written document for protection and supplies for this rebuilding.,
455,Nehemiah's Enemies Mock Plans to Build the Wall,EST,EST,,Sanballat and Tobiah opposed the rebuilding of Jerusalem and the Wall which gave some power back to the nation of Israel as it regrouped after the Babylonian Exile. These two men were probably supportive of the opposition described in Ezra 4:7-23.,
455,Eliashib Begins Building the Sheep Gate,DIS,DIS,,"This is the first day of fifty-two days needed to complete the rebuilding of the Jerusalem Wall under Nehemiah's direction. This date is calculated from the date the Wall is completed on Sunday, September 8−Elul 25 as recorded in Nehemiah 6:15. The fourth day of rebuilding the Jerusalem Wall, Monday, July 21−Av 7, would mark the seventy-first anniversary of the first day of the burning of the Jerusalem Temple in 526 BC according to Jeremiah 52:12-16. On this day in 526 BC, the Jerusalem Wall was also destroyed by the Babylonian army. The fourth day of rebuilding the Jerusalem Wall would trigger the beginning of Daniel’s Seventy Weeks prophecy recorded in Daniel 9:20-27. This current date of Friday, July 18−Av 4, marked the very day, ""when seventy years are completed"" that Jeremiah spoke of in Jeremiah 25:12 (70 years plus 359 days).",
455,Daniel's 70 Weeks Prophecy Begins on Day #4,DIS,DIS,,"This July 21 – Av 7 date in 455 BC is Day #4 of the rebuilding of the Wall around Jerusalem and is the start of Daniel’s 70 Weeks prophecy. 450 years and 90 days from this date is Sunday, October 20, 5 BC. This date is the birth of Jesus and is exactly 4,096 solar years from Day #7 of Creation in 4,101 BC. According to Scripture, there are 4,096 years from Creation Week until the birth of Jesus. This July 21 – Av 7 date also marks “seventy completed years” (Jeremiah 25:11-12) from the time the Temple starts burning in 526 BC, according to 2 Kings 25:8-9.",
455,The Jerusalem Wall is Completed in Fifty-Two Days,DIS,DIS,,"Exactly 480 years from this date in 26 AD, Jesus walks down to the River Jordon and is baptized by John the Baptist. In 26 AD, this Elul 25 date precedes the Temptations of Jesus in the Wilderness and is forty-two days before His thirtieth birthday, in the fifteenth year of Tiberius.",
455,Ezra Reads The Law From Morning to Midday,DIS,DIS,,"This is a very important occasion in the history of Israel. The first day of Tishri is designated as the Feast of Trumpets according to Leviticus 23:23-25. Leviticus makes it clear that this is a Sabbath-rest and no work is to be done. Leviticus 23:32 makes it clear that this day is a Friday since Tishri 10 falls on a Sunday and is the Day of Atonement. This means that two days in a row are to be treated as a Saturday Sabbath. Deuteronomy 31:10-13 requires that there is to be a reading from the Law every seven years. This was the first time since the Exile that this law regarding the Feasts had been followed. The people stood from morning to midday, about three to four hours. During this reading, the Scribes and Levites on the platform explained the meaning of the text.\p The footnotes in the MacArthur Study Bible for Nehemiah 8:1, and most commentaries of this type, date this event around 445 BC instead of 455 BC. The reasoning is that Ezra had arrived in Jerusalem thirteen years earlier, in 458 BC, in the seventh year of the reign of King Artaxerxes (Ezra 7:8). This was now the twentieth year of his reign. This is the first mention of Ezra in the Book of Nehemiah.\p As previously mentioned in the commentary for Haggai 1:12-15 and Ezra 5:1-2, the mention of the presence of Jeshua in 8:7 raises a serious Bible chronology problem. Is this the same Jeshua who attended the Dedication Ceremony in 520 BC which occurred four years before the Temple was completed? The Temple was completed on Adar 3 according to Ezra 6:15 in the sixth year of the reign of King Darius. The year was 516 to 515 BC according to most study Bibles and commentaries. Adar is the month prior to the month of Nisan. On the first day of the month of Nisan, Ezra leaves Babylon and arrives four months later, according to Ezra 7:7-9. It appears from the text that Ezra left the month after the Temple was completed. Current Bible chronology inserts fifty-seven years between the completion of the Temple (515 BC to 516 BC) and the return of Ezra in the year 458 BC. No explanation from Scripture, or any other source, could be found by the author of this research for this insertion of over fifty-seven years into the Biblical text.",
455,The Law of Feast of Tabernacles is Discovered,DIS,DIS,,,
455,Israel Celebrates Feast of Tabernacles Tishri 15-22,Feast Date,Feast Date,,This is the first day of the Feast of Tabernacles (Booths).,
455,A Sacred Assembly Held on Eighth Day of Feast,Feast Date,Feast Date,,This is the last day of the Feast of Tabernacles (Booths).,
455,The People Confess Their Sin,DIS,DIS,,"On this day men also separated from their foreign wives. This had been done thirteen years earlier with Ezra, according to Ezra 10.",
456,Nehemiah Fasts and Asks God to Forgive Israel's Sin,EDIS,EDIS,,This event happens in the month of Kislev. The thirteenth of the month is an estimated day. It has been seventy years and about five months since the destruction of Jerusalem in July of 526 BC. It has been almost thirteen years since the Temple was restored. Nehemiah prays for God to forgive Israel and wishes to return to Jerusalem. Nehemiah may have heard about the problem facing Israel regarding the pagan wives and children that had returned to Jerusalem. Ezra the Priest had addressed this issue publically in Jerusalem just four days earlier. In one week the questioning of the husbands of pagan wives would begin. The issue of pagan wives represented a clear act of Israel’s disobedience to God’s clear directions. Nehemiah is asking for God’s forgiveness and needs God’s guidance. He is about to appointed by King Artaxerxes as Governor and will be returning to Jerusalem.,
456,Questioning Regarding Pagan Wives Begins,DIS,DIS,,Ezra the Priest begins the questioning of the Fathers' households regarding the issue of the pagan wives taken during the Babylonian captivity. This process would last three months until the first day of the first month of Nisan.,
468,Second Temple Dedicated on Third Day of Adar,DIS,DIS,,"This event happens in the sixth year of Darius (Son of Ahasuerus), which is also the seventh year of Artaxerxes. Modern Bible chronology usually dates this event, of the dedication of the Temple, as happening in the year 515 BC. This erroneous date is partially created with the start of the Babylonian Exile in 586 BC instead of 526 BC. For more information, see notes in this Chapter on Haggai 1:12-15 and Ezra 5:1-2.",
468,Artaxerxes Allows Ezra to Return Temple Treasures,EST,EST,,King Artaxerxes gives Ezra permission to return the Temple Treasures and is given what is needed from the King's Treasury to make the Temple ready for worship.,
468,Ezra Plans for Journey to Jerusalem,EST,EST,,Ezra instructs the families of those who are going with him to meet at the river flowing to Ahava at the beginning of Nisan.,
468,Ezra Begins Journey to Jerusalem on Nisan 1,DIS,DIS,,Ezra leaves for the meeting place by the river that flows to Ahava near Babylon. This meeting was preparation for the servants of the Temple and others who wanted to return to Jerusalem. Ezra’s journey to Jerusalem begins on Nisan 1 in 468 BC. This is a very important DIS date and year for calculating events at this part of the Babylonian Exile.,
468,Ezra Messengers to Iddo Gather Sons of Levi,DIS,DIS,,"After three days camped by the river, Ezra notices that the Sons of Levi are not present. Ezra sends a delegation to Iddo at Casiphia. The delegation gathers over 200 Temple servants and returns to Ezra at the river in order to leave for Jerusalem.",
468,Thirty-Eight Levites and 220 Nethinim Join Ezra,EST,EST,,,
468,Ezra Proclaims Fasting Day & Prayer for Protection,EST,EST,,,
468,Ezra Divides Gifts for the Temple,EST,EST,,,
468,Ezra and the Other Exiles Leave for Jerusalem,DIS,DIS,,Ezra and many other exiles leave from the river of Ahava on the twelfth day of Nisan. Two days later they would celebrate the Passover in Jerusalem.,
468,The Passover is Celebrated in Jerusalem,Passover,Passover,,,
468,Ezra Arrives in Jerusalem on First Day of Fifth Month,DIS,DIS,,,
468,Silver and Gold Weighed in Temple,DIS,DIS,,,
468,Children of Captives Offer Burnt Offerings,EST,EST,,,
468,Orders of Artaxerxes Delivered to Satraps & Governors,EST,EST,,The Orders given by King Artaxerxes (Ezra 7:12-26) to allow the rebuilding and restoration of the Temple in Jerusalem are given to the King's Satraps and Governors in the Region West of the Euphrates River.,
468,Ezra Confronted With Issue of Pagan Wives,DIS,DIS,,,
468,Ezra Confesses Sins of Israel at Evening Sacrifice,DIS,DIS,,,
468,Large Assembly Gathers Before Ezra,DIS,DIS,,,
468,Israel Makes a Covenant Regarding Pagan Wives,DIS,DIS,,,
468,Proclamation Israel Will Meet in Three Days,DIS,DIS,,A meeting is called for those living near Jerusalem regarding the issue of pagan wives. The penalty for not coming to this gathering is the loss of all property and separation from the Jewish community assembled in Jerusalem. This is a very important DIS calculation.,
